county_fips,poverty_estimate,poverty_percent,median_household_income,percent_uninsured,population_2022
51019,6 770,"8,4",71 135,,80848
51021,731,"13,4",55 722,,6148
51023,2 373,"7,0",81 122,,34135
51025,2 880,"20,8",49 080,,15921
51027,4 865,"26,9",39 652,,19352
51029,2 732,"18,4",55 965,,16982
51031,6 910,"12,7",63 516,,55141
51033,3 302,"10,5",72 210,,31957
51035,4 591,"15,8",51 111,,29147
51036,776,"11,8",67 596,,6605
51037,2 065,"18,2",50 151,,11475
51041,25 672,"6,9",100 149,,378408
51043,1 081,"7,2",106 914,,15266
51045,570,"11,8",62 672,,4847
51047,4 362,"8,3",94 287,,54381
51049,1 464,"15,1",55 257,,9746
51051,3 113,"23,4",43 271,,13725
51053,3 047,"11,0",72 695,,28161
51057,1 401,"13,3",58 214,,10630
51059,66 177,"5,9",144 632,,1138331
51061,4 759,"6,4",120 301,,74664
51063,1 897,"12,3",62 561,,15619
51065,2 065,"7,7",88 162,,28159
51067,7 186,"13,3",68 089,,55074
51069,6 794,"7,2",97 091,,95051
51071,1 954,"12,0",62 716,,16453
51073,3 419,"8,7",76 960,,39493
51075,1 548,"6,1",113 617,,26109
51077,2 749,"19,3",45 414,,15343
51079,1 753,"8,4",82 772,,21107
51081,1 667,"21,1",47 596,,11226
51083,5 445,"16,5",50 578,,33644
51085,5 754,"5,2",103 639,,112938
51087,30 491,"9,2",82 187,,333962
51089,8 414,"17,1",49 370,,49906
51091,295,"12,9",54 470,,2301
51093,3 407,"8,5",85 227,,40151
51095,5 478,"6,9",103 070,,81199
51097,953,"14,2",62 180,,6718
51099,1 904,"6,9",100 092,,27856
51101,1 351,"7,3",82 715,,18492
51103,1 489,"14,2",60 857,,10750
51105,4 981,"24,4",41 573,,21982
51107,16 440,"3,8",167 605,,432085
51109,4 288,"10,7",72 569,,40116
51111,2 418,"21,9",47 660,,12031
51113,1 469,"10,7",71 697,,14000
51115,739,"8,8",73 827,,8490
51117,5 741,"19,4",52 092,,30508
51119,1 293,"12,2",68 881,,10943
51121,18 472,"21,0",69 668,,98915
51125,1 864,"12,8",66 612,,14652
51127,1 243,"5,1",115 627,,24986
51131,2 230,"19,1",52 783,,11900
51133,1 634,"13,3",67 077,,12302
51135,2 892,"21,2",50 756,,15559
51137,3 820,"10,1",81 390,,37991
51139,3 075,"13,1",60 061,,23750
51141,2 487,"14,4",49 319,,17643
51143,8 407,"14,4",49 659,,59952
51145,1 702,"5,6",105 231,,31489
51147,3 554,"20,3",57 400,,21927
51149,3 863,"11,4",76 571,,43134
51153,33 481,"6,9",119 051,,486943
51155,4 551,"14,0",57 731,,33706
51157,731,"9,8",85 575,,7502
51159,1 226,"16,3",60 180,,9080
51161,7 062,"7,5",77 010,,96914
51163,2 677,"12,1",64 393,,22593
51165,8 740,"10,5",72 921,,85397
51167,4 645,"18,4",49 537,,25448
51169,4 021,"19,5",43 743,,21476
51171,5 498,"12,4",65 289,,44968
51173,5 672,"19,7",45 484,,29449
51175,2 469,"15,0",61 246,,17932
51177,12 109,"8,3",96 322,,146688
51179,8 703,"5,5",134 456,,163380
51181,806,"12,4",65 339,,6527
51183,2 012,"23,5",49 340,,10680
51185,6 687,"17,6",48 360,,39821
51187,3 950,"9,8",79 949,,41440
51191,5 905,"11,3",61 686,,53958
51193,2 989,"16,1",61 545,,18712
51195,7 279,"22,2",45 220,,35421
51197,4 392,"15,7",47 257,,28111
51199,3 563,"5,1",111 346,,71341
51510,13 926,"9,0",110 115,,155525
51520,3 452,"20,7",43 123,,16975
51530,942,"15,7",51 030,,6591
51540,9 354,"21,8",67 903,,45373
51550,21 696,"8,7",87 127,,252488
51570,1 876,"10,4",68 456,,18294
51580,906,"16,2",46 592,,5679
51590,10 935,"26,8",40 799,,42229
51595,1 170,"22,2",43 496,,5481
51600,1 861,"7,6",122 790,,24835
51610,588,"4,1",142 513,,14586
51620,1 544,"19,0",54 594,,8247
51630,3 983,"15,0",71 217,,28757
51640,1 428,"22,0",44 706,,6730
51650,19 408,"14,4",64 086,,138037
51660,12 480,"28,5",56 057,,51158
51670,4 053,"17,9",53 098,,22962
51678,952,"20,0",62 382,,7457
51680,13 550,"19,6",50 494,,79287
51683,3 864,"9,1",97 722,,42642
51685,1 480,"8,9",90 816,,16703
51690,2 743,"20,6",41 500,,13725
51700,30 290,"17,2",63 350,,184306
51710,39 741,"18,8",60 030,,232995
51720,725,"20,3",41 298,,3609
51730,7 499,"22,8",42 385,,33394
51735,692,"5,6",109 549,,12582
51740,18 630,"19,8",54 843,,97029
51750,3 263,"24,6",47 892,,16738
51760,47 338,"21,6",58 719,,229395
51770,19 041,"19,9",50 425,,97847
51775,2 548,"10,9",63 676,,25523
51790,3 031,"12,4",61 917,,25904
51800,11 279,"11,6",81 858,,98537
51810,44 340,"9,9",83 066,,455618
51820,2 911,"12,9",58 527,,22808
51830,2 044,"18,6",67 543,,15909
51840,4 373,"16,3",60 557,,27936
53001,3 025,"14,6",62 410,,20961
53003,3 548,"16,0",65 625,,22508
53005,23 033,"10,9",85 144,,212791
53007,7 342,"9,3",81 697,,79926
53009,9 001,"11,8",66 693,,77805
53011,44 218,"8,6",91 149,,516779
53013,471,"11,8",62 935,,4026
53015,14 574,"13,2",71 847,,111956
53017,3 777,"8,6",83 870,,44192
53019,1 205,"16,3",57 064,,7448
53021,10 356,"10,8",77 820,,98678
53023,288,"12,3",64 413,,2363
53025,14 238,"14,2",63 809,,101311
53027,13 651,"18,3",62 258,,77038
53029,5 577,"6,6",82 717,,86625
53031,3 707,"11,2",69 176,,33589
53033,190 175,"8,5",116 044,,2266789
53035,25 406,"9,5",93 794,,277673
53037,4 918,"11,0",71 737,,45189
53039,2 802,"12,1",70 371,,23271
53041,9 934,"11,7",67 954,,85370
53043,1 237,"10,8",68 318,,11601
53045,7 520,"11,4",78 029,,68166
53047,7 212,"16,9",58 661,,43127
53049,3 262,"13,6",55 615,,24113
53051,2 192,"15,6",59 332,,14179
53053,82 369,"9,1",92 793,,927380
53055,1 774,"9,5",84 024,,18662
53057,14 795,"11,4",79 118,,131179
53059,1 197,"9,6",82 132,,12460
53061,70 524,"8,5",101 440,,840079
53063,65 239,"12,2",69 079,,549690
53065,6 201,"13,0",65 748,,48229
53067,25 609,"8,7",88 560,,298758
53069,534,"11,4",70 099,,4688
53071,7 540,"13,1",66 542,,61890
53073,25 890,"11,5",78 796,,230677
53075,8 185,"19,5",54 412,,47619
53077,41 877,"16,5",63 058,,257001
54001,2 871,"19,6",46 302,,15414
54003,14 175,"11,1",70 829,,129490
54005,3 850,"18,5",46 508,,20968
54007,2 459,"21,0",43 328,,12185
54009,2 656,"12,6",61 551,,21733
54011,17 142,"19,4",51 017,,92730
54013,1 341,"22,2",43 589,,6068
54015,1 843,"23,8",42 604,,7814
54017,1 327,"20,2",47 755,,7698
54019,7 671,"20,2",48 710,,39487
54021,1 314,"23,2",44 938,,7325
54023,1 544,"14,3",58 150,,10968
54025,5 783,"18,1",45 137,,32435
54027,3 563,"15,5",58 266,,23468
54029,3 322,"11,9",58 077,,28172
54031,1 792,"12,7",53 876,,14192
54033,9 584,"15,0",57 764,,64915
54035,5 008,"18,2",54 735,,27716
54037,5 357,"9,3",87 259,,58979
54039,30 549,"17,7",55 160,,175515
54041,2 977,"17,9",53 283,,16767
54043,4 743,"24,0",43 727,,19901
54045,7 800,"25,5",42 615,,31316
54047,5 944,"37,6",28 972,,17850
54049,8 380,"15,4",58 855,,55952
54051,5 071,"17,6",51 934,,29752
54053,4 519,"18,7",48 077,,25000
54055,12 167,"21,2",43 917,,58700
54057,4 158,"15,8",59 669,,26855
54059,6 886,"30,7",35 761,,22573
54061,18 418,"18,6",59 094,,106869
54063,1 825,"15,0",53 154,,12296
54065,2 701,"15,7",56 162,,17430
54067,4 521,"18,7",46 757,,24335
54069,5 831,"14,8",60 241,,41447
54071,898,"15,2",52 553,,6011
54073,988,"14,5",56 391,,7586
54075,1 472,"19,6",44 553,,7819
54077,4 305,"14,0",55 965,,34172
54079,5 911,"10,4",80 034,,57015
54081,13 637,"19,6",51 317,,72882
54083,4 254,"16,9",49 362,,27600
54085,1 594,"19,6",51 965,,8207
54087,2 577,"18,8",42 697,,13834
54089,2 483,"23,1",40 569,,11762
54091,2 605,"16,4",53 972,,16342
54093,1 040,"16,2",50 444,,6568
54095,1 235,"15,3",57 560,,8183
54097,4 198,"18,5",47 035,,23712
54099,6 752,"17,9",52 540,,37998
54101,1 911,"23,7",40 598,,8167
54103,2 887,"20,8",48 563,,14025
54105,950,"18,7",43 441,,5091
54107,15 321,"18,7",57 599,,83340
54109,5 162,"25,3",39 892,,20527
55001,3 158,"15,8",54 682,,21226
55003,2 180,"14,1",56 848,,16039
55005,5 806,"12,6",62 344,,46843
55007,1 736,"10,5",63 680,,16608
55009,25 824,"9,8",72 398,,270036
55011,1 279,"9,6",63 969,,13391
55013,1 974,"11,7",57 438,,17036
55015,2 865,"5,5",85 589,,52718
55017,6 485,"10,1",74 425,,66807
55019,4 361,"12,7",63 641,,34691
55021,4 341,"7,6",78 767,,58193
55023,1 749,"11,4",63 862,,16007
55025,57 011,"10,3",85 189,,568203
55027,7 403,"8,9",69 681,,88282
55029,2 350,"7,8",72 296,,30526
55031,4 703,"11,0",66 180,,44144
55033,4 596,"10,8",71 434,,45651
55035,11 756,"11,5",70 564,,106837
55037,516,"11,1",64 512,,4688
55039,9 397,"9,3",71 206,,103836
55041,1 284,"13,9",56 118,,9381
55043,6 152,"12,8",63 247,,51276
55045,2 583,"7,1",79 337,,36816
55047,2 000,"10,5",66 070,,19220
55049,2 054,"8,7",76 404,,23865
55051,685,"11,2",60 694,,6224
55053,2 485,"12,7",64 344,,20836
55055,6 817,"8,3",78 728,,85784
55057,3 562,"14,1",61 904,,26866
55059,16 116,"9,8",75 067,,167817
55061,1 539,"7,5",73 717,,20623
55063,13 327,"11,5",70 075,,120294
55065,1 761,"10,5",67 311,,16877
55067,2 303,"12,0",57 745,,19559
55069,3 131,"11,2",59 637,,28376
55071,8 492,"10,6",62 910,,81172
55073,14 999,"11,0",70 955,,137958
55075,4 840,"11,7",58 554,,41988
55077,1 837,"11,8",58 197,,15779
55078,1 010,"24,2",51 623,,4197
55079,157 016,"17,4",58 375,,918661
55081,6 209,"13,6",65 232,,46109
55083,3 568,"9,1",68 127,,39633
55085,4 419,"11,7",62 242,,38212
55087,13 737,"7,3",78 808,,192127
55089,5 245,"5,8",97 778,,93009
55091,688,"9,3",69 535,,7410
55093,3 411,"8,5",85 508,,42532
55095,3 868,"8,6",73 982,,45709
55097,6 692,"9,9",71 360,,70718
55099,1 717,"12,2",53 883,,14179
55101,18 463,"9,6",72 331,,195846
55103,1 969,"11,6",67 086,,17090
55105,16 659,"10,3",67 430,,164060
55107,1 843,"13,2",56 410,,14186
55109,5 135,"5,4",97 589,,96017
55111,6 112,"9,4",70 484,,65777
55113,2 751,"15,1",60 034,,18559
55115,4 608,"11,4",66 733,,40886
55117,10 828,"9,4",65 008,,117841
55119,2 249,"11,4",67 544,,19975
55121,2 804,"9,2",68 184,,30899
55123,4 560,"14,8",67 812,,31060
55125,2 456,"10,4",63 356,,23763
55127,10 286,"10,0",73 723,,105380
55129,1 958,"11,7",59 221,,16911
55131,8 309,"6,1",90 313,,137688
55133,21 345,"5,2",99 525,,410434
55135,5 552,"11,0",65 960,,51488
55137,3 571,"15,0",55 982,,24999
55139,18 809,"11,4",69 887,,170718
55141,8 078,"11,0",64 408,,73993
56001,5 927,"16,8",53 537,,38031
56003,1 658,"14,3",59 702,,11855
56005,3 998,"8,6",89 870,,47058
56007,1 671,"12,1",66 225,,14542
56009,1 653,"12,1",78 015,,13786
56011,638,"8,6",70 196,,7448
56013,6 508,"17,0",55 125,,39472
56015,1 701,"14,8",58 720,,12562
56017,569,"12,7",64 734,,4588
56019,741,"8,6",70 067,,8730
56021,10 114,"10,2",71 956,,100723
56023,1 677,"8,2",93 044,,20660
56025,8 480,"10,8",70 142,,79601
56027,335,"16,0",54 573,,2380
56029,3 211,"10,8",69 802,,30518
56031,1 029,"12,1",61 185,,8645
56033,2 981,"9,5",70 224,,32096
56035,658,"7,6",85 649,,8763
56037,5 039,"12,4",75 779,,41345
56039,1 212,"5,2",127 677,,23287
56041,2 207,"10,8",73 072,,20712
56043,822,"10,9",60 699,,7719
56045,725,"11,5",67 677,,6860
